Player,Age,Yrs,Games_Played,Minutes_Played,Field_Goals,Field_Goals_Attempted,3_Point_Goals,3_Point_Attempted,Free_Throws,Free_Throws_Attempted,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,Points,Field_Goal_Percentage,3_Point_FG_Percentage,Free_Throw_Percentage,Minutes_Played_PG,Points_PG,Rebounds_PG,Assists_PG,All_Star
ChuckyAtkins,25,11,696,17304,2479,6022,934,2565,971,1258,194,1186,2396,465,36,1018,1284,6863,0.412,0.364,0.772,24.9,9.9,1.7,3.4,0
WilliamAvery,20,3,142,1205,137,415,40,157,65,91,17,93,199,34,6,106,125,379,0.33,0.255,0.714,8.5,2.7,0.7,1.4,0
JonathanBender,19,8,262,3847,509,1221,101,297,334,438,153,582,170,43,169,258,391,1453,0.417,0.34,0.763,14.7,5.5,2.2,0.6,0
CalvinBooth,23,10,366,4477,472,1047,2,9,244,326,316,1010,151,101,358,180,678,1190,0.451,0.222,0.748,12.2,3.3,2.8,0.4,0
LazaroBorrell,27,1,17,167,28,63,0,3,6,11,14,40,10,6,3,6,9,62,0.444,0,0.545,9.8,3.6,2.4,0.6,0
CalBowdler,22,3,142,1383,163,403,2,11,96,125,90,272,29,42,45,43,155,424,0.404,0.182,0.768,9.7,3,1.9,0.2,0
RyanBowen,24,10,507,6502,544,1192,14,68,217,313,506,1060,250,325,138,168,752,1319,0.456,0.206,0.693,12.8,2.6,2.1,0.5,0
IraBowman,26,3,17,68,7,11,0,1,1,2,1,5,9,3,0,2,3,15,0.636,0,0.5,4,0.9,0.3,0.5,0
A.J.Bramlett,23,1,8,61,4,21,0,0,0,0,12,22,0,1,0,3,13,8,0.19,,,7.6,1,2.8,0,0
EltonBrand,20,17,1058,34910,6599,13185,2,21,3627,4929,3304,9040,2184,940,1828,2060,3115,16827,0.5,0.095,0.736,33,15.9,8.5,2.1,1
GregBuckner,23,10,570,10895,1120,2491,239,716,399,527,457,1593,719,454,111,394,1342,2878,0.45,0.334,0.757,19.1,5,2.8,1.3,0
RodneyBuford,22,5,230,4182,630,1530,74,247,138,182,117,598,179,115,31,140,332,1472,0.412,0.3,0.758,18.2,6.4,2.6,0.8,0
AnthonyCarter,24,13,623,12184,1230,3043,116,464,433,613,244,1302,2363,601,115,958,1103,3009,0.404,0.25,0.706,19.6,4.8,2.1,3.8,0
JohnCelestand,22,1,16,185,15,45,2,9,5,6,1,11,20,7,0,16,22,37,0.333,0.222,0.833,11.6,2.3,0.7,1.3,0
VonteegoCummings,23,3,199,3789,521,1359,109,340,230,317,118,373,534,176,32,259,387,1381,0.383,0.321,0.726,19,6.9,1.9,2.7,0
BaronDavis,20,13,835,28592,4888,11951,1332,4159,2339,3292,762,3183,6025,1530,360,2308,2361,13447,0.409,0.32,0.711,34.2,16.1,3.8,7.2,1
DerrickDial,24,4,82,687,103,277,8,42,39,58,45,133,63,21,11,35,51,253,0.372,0.19,0.672,8.4,3.1,1.6,0.8,0
ObinnaEkezie,24,4,143,1516,165,390,0,1,180,250,146,383,31,38,27,95,254,510,0.423,0,0.72,10.6,3.6,2.7,0.2,0
EvanEschmeyer,24,4,153,2138,158,341,0,0,105,169,220,601,76,69,95,96,399,421,0.463,,0.621,14,2.8,3.9,0.5,0
JeffFoster,23,13,764,15750,1472,2961,7,54,796,1295,2101,5248,703,507,308,613,1921,3747,0.497,0.13,0.615,20.6,4.9,6.9,0.9,0
SteveFrancis,22,9,576,21632,3543,8267,575,1684,2785,3494,960,3215,3473,846,223,2030,1813,10446,0.429,0.341,0.797,37.6,18.1,5.6,6,1
DeveanGeorge,22,11,630,11682,1318,3360,427,1246,473,656,546,1975,543,436,230,447,1270,3536,0.392,0.343,0.721,18.5,5.6,3.1,0.9,0
DionGlover,21,6,294,6132,914,2222,148,467,431,570,213,897,455,233,65,370,487,2407,0.411,0.317,0.756,20.9,8.2,3.1,1.5,0
AdrianGriffin,25,9,477,7997,785,1794,50,180,299,392,507,1512,653,436,59,331,879,1919,0.438,0.278,0.763,16.8,4,3.2,1.4,0
RichardHamilton,21,14,921,29559,5969,13288,530,1530,3240,3805,794,2852,3125,714,131,1977,2329,15708,0.449,0.346,0.852,32.1,17.1,3.1,3.4,1
ChrisHerren,24,2,70,1005,74,220,40,122,36,52,16,73,167,29,2,62,117,224,0.336,0.328,0.692,14.4,3.2,1,2.4,0
DerekHood,23,1,2,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,0,0.5,0,0
RickHughes,26,1,21,224,35,72,0,1,12,26,24,49,9,3,1,14,30,82,0.486,0,0.462,10.7,3.9,2.3,0.4,0
JermaineJackson,23,5,135,1344,89,222,3,19,81,114,34,145,184,42,9,78,127,262,0.401,0.158,0.711,10,1.9,1.1,1.4,0
TimJames,23,3,43,261,26,79,1,3,15,23,23,46,11,2,9,13,33,68,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0
HaroldJamison,23,2,37,250,29,63,0,0,14,33,40,60,10,7,2,10,40,72,0.46,,0.424,6.8,1.9,1.6,0.3,0
DeMarcoJohnson,24,1,5,37,3,9,0,0,0,0,3,7,0,1,0,3,5,6,0.333,,,7.4,1.2,1.4,0,0
JumaineJones,20,8,471,9780,1294,3052,425,1218,312,443,552,1987,408,307,144,388,870,3325,0.424,0.349,0.704,20.8,7.1,4.2,0.9,0
LariKetner,22,2,25,139,13,32,0,0,8,12,12,34,2,4,3,12,20,34,0.406,,0.667,5.6,1.4,1.4,0.1,0
TrajanLangdon,23,3,119,1738,220,529,86,217,121,133,29,159,152,56,14,98,179,647,0.416,0.396,0.91,14.6,5.4,1.3,1.3,0
QuincyLewis,22,4,159,1853,232,584,37,111,66,93,71,210,96,59,36,98,335,567,0.397,0.333,0.71,11.7,3.6,1.3,0.6,0
ToddMacCulloch,24,4,223,3439,568,1049,0,0,233,363,340,888,121,61,177,154,478,1369,0.541,,0.642,15.4,6.1,4,0.5,0
CoreyMaggette,20,14,827,23358,4065,8969,463,1431,4605,5599,915,4022,1696,590,139,1874,2338,13198,0.453,0.324,0.822,28.2,16,4.9,2.1,0
ShawnMarion,21,16,1163,40097,7289,15056,791,2390,2331,2877,2732,10101,2198,1759,1233,1750,2535,17700,0.484,0.331,0.81,34.5,15.2,8.7,1.9,1
AndreMiller,23,17,1304,40268,6035,13104,193,888,4015,4975,1373,4795,8524,1546,227,3121,2882,16278,0.461,0.217,0.807,30.9,12.5,3.7,6.5,0
JasonMiskiri,24,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,,3,0,0,1,0
LamarOdom,20,14,961,32131,4811,10393,664,2126,2495,3599,1821,8059,3554,848,892,2253,2916,12781,0.463,0.312,0.693,33.4,13.3,8.4,3.7,0
ScottPadgett,23,8,448,5613,679,1658,240,644,276,375,402,1227,325,182,86,253,681,1874,0.41,0.373,0.736,12.5,4.2,2.7,0.7,0
MiltPalacio,21,7,470,8421,863,2060,40,170,477,663,159,831,1194,302,58,596,685,2243,0.419,0.235,0.719,17.9,4.8,1.8,2.5,0
JamesPosey,23,12,864,23260,2495,6091,1035,2967,1394,1701,755,4061,1413,917,298,981,2330,7419,0.41,0.349,0.82,26.9,8.6,4.7,1.6,0
LaronProfit,22,4,135,1537,173,413,21,89,74,104,52,209,166,70,25,116,138,441,0.419,0.236,0.712,11.4,3.3,1.5,1.2,0
AleksandarRadojević,23,2,15,152,8,26,0,0,10,16,11,36,7,2,3,20,37,26,0.308,,0.625,10.1,1.7,2.4,0.5,0
RyanRobertson,23,1,1,25,2,6,0,2,1,1,0,0,0,0,0,0,0,5,0.333,0,1,25,5,0,0,0
EddieRobinson,23,5,278,5345,852,1681,8,32,226,306,241,764,252,216,91,215,345,1938,0.507,0.25,0.739,19.2,7,2.7,0.9,0
MichaelRuffin,23,9,414,5966,258,634,0,3,200,436,729,1632,250,199,193,273,942,716,0.407,0,0.459,14.4,1.7,3.9,0.6,0
WallySzczerbiak,22,10,651,20052,3486,7193,590,1453,1633,1899,671,2602,1532,388,160,970,1380,9195,0.485,0.406,0.86,30.8,14.1,4,2.4,1
JasonTerry,22,19,1410,42034,6914,15585,2282,6010,2771,3278,502,3274,5415,1603,275,2415,2577,18881,0.444,0.38,0.845,29.8,13.4,2.3,3.8,0
JamelThomas,26,2,12,102,14,37,1,6,1,1,5,14,6,4,0,11,8,30,0.378,0.167,1,8.5,2.5,1.2,0.5,0
KennyThomas,22,11,632,17306,2309,4966,59,242,1199,1715,1447,4341,975,527,276,1054,1581,5876,0.465,0.244,0.699,27.4,9.3,6.9,1.5,0
MirsadTürkcan,23,1,17,90,14,38,0,6,5,8,13,33,5,3,1,8,14,33,0.368,0,0.625,5.3,1.9,1.9,0.3,0
WayneTurner,23,1,3,41,1,6,0,0,2,6,1,3,5,0,0,3,4,4,0.167,,0.333,13.7,1.3,1,1.7,0
DedricWilloughby,25,1,25,508,61,179,29,98,39,51,11,51,66,23,2,37,32,190,0.341,0.296,0.765,20.3,7.6,2,2.6,0
MettaWorldPeace,20,17,991,31440,4666,11266,1154,3402,2572,3596,1159,4448,2631,1721,522,1791,2586,13058,0.414,0.339,0.715,31.7,13.2,4.5,2.7,1
TimYoung,23,1,25,137,13,39,0,0,28,36,13,35,5,2,1,9,18,54,0.333,,0.778,5.5,2.2,1.4,0.2,0
PeterAluma,25,1,2,5,1,2,0,0,0,0,1,2,0,1,1,2,4,2,0.5,,,2.5,1,1,0,0
TobyBailey,23,2,73,698,92,226,3,15,54,78,50,126,43,22,6,35,79,241,0.407,0.2,0.692,9.6,3.3,1.7,0.6,0
LaMarkBaker,29,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2,0,0,0,0
CoreyBenjamin,20,4,153,2191,317,812,57,197,144,221,84,259,143,71,48,164,316,835,0.39,0.289,0.652,14.3,5.5,1.7,0.9,0
MikeBibby,20,14,1001,33962,5410,12412,1517,3999,2361,2943,529,3103,5517,1172,149,2134,1931,14698,0.436,0.379,0.802,33.9,14.7,3.1,5.5,0
EarlBoykins,22,13,652,12964,2076,4980,384,1104,1255,1433,275,877,2092,390,34,756,659,5791,0.417,0.348,0.876,19.9,8.9,1.3,3.2,0
GeraldBrown,23,1,33,236,33,89,3,10,11,14,5,22,31,5,1,22,21,80,0.371,0.3,0.786,7.2,2.4,0.7,0.9,0
CoryCarr,23,1,42,624,71,216,5,30,24,32,8,49,66,21,7,46,66,171,0.329,0.167,0.75,14.9,4.1,1.2,1.6,0
VinceCarter,22,22,1541,46367,9293,21339,2290,6168,4852,6082,1658,6606,4714,1530,888,2590,3995,25728,0.435,0.371,0.798,30.1,16.7,4.3,3.1,1
KeonClark,23,6,353,7971,1179,2359,1,19,523,811,655,2096,322,184,571,470,1013,2882,0.5,0.053,0.645,22.6,8.2,5.9,0.9,0
KornélDávid,27,3,109,1585,201,451,0,4,147,180,111,306,64,46,24,92,172,549,0.446,0,0.817,14.5,5,2.8,0.6,0
RickyDavis,19,12,736,21927,3747,8410,583,1614,1835,2349,566,2550,2426,732,187,1606,1430,9912,0.446,0.361,0.781,29.8,13.5,3.5,3.3,0
MichaelDickerson,23,5,212,7490,1219,2824,288,717,531,677,178,609,553,213,85,407,551,3257,0.432,0.402,0.784,35.3,15.4,2.9,2.6,0
MichaelDoleac,21,10,587,8789,1246,2838,1,8,389,492,582,1955,343,200,209,376,1315,2882,0.439,0.125,0.791,15,4.9,3.3,0.6,0
BryceDrew,24,6,243,3970,419,1096,150,404,93,112,56,295,524,123,10,209,291,1081,0.382,0.371,0.83,16.3,4.4,1.2,2.2,0
MarlonGarnett,23,1,24,205,15,51,6,23,15,20,3,21,18,5,1,12,18,51,0.294,0.261,0.75,8.5,2.1,0.9,0.8,0
PatGarrity,22,10,552,11062,1479,3543,631,1587,428,531,343,1457,443,246,104,417,1274,4017,0.417,0.398,0.806,20,7.3,2.6,0.8,0
PaulGrant,25,2,16,111,13,29,0,0,3,8,8,18,3,2,1,9,21,29,0.448,,0.375,6.9,1.8,1.1,0.2,0
MattHarpring,22,11,665,17584,2900,6033,158,474,1687,2239,1281,3366,907,497,112,1000,1748,7645,0.481,0.333,0.753,26.4,11.5,5.1,1.4,0
AlHarrington,18,16,981,28009,5028,11318,977,2778,2204,3030,1495,5482,1649,858,246,1838,3069,13237,0.444,0.352,0.727,28.6,13.5,5.6,1.7,0
J.R.Henderson,22,1,30,331,35,96,2,5,25,45,20,47,22,9,4,18,29,97,0.365,0.4,0.556,11,3.2,1.6,0.7,0
LarryHughes,20,13,727,22368,3738,9200,524,1696,2242,2963,738,3039,2290,1092,255,1554,1645,10242,0.406,0.309,0.757,30.8,14.1,4.2,3.1,0
RandellJackson,23,2,28,272,46,108,1,7,21,32,30,54,8,3,11,26,29,114,0.426,0.143,0.656,9.7,4.1,1.9,0.3,0
SamJacobson,23,3,68,752,120,235,9,25,34,46,28,80,36,33,3,34,134,283,0.511,0.36,0.739,11.1,4.2,1.2,0.5,0
JeromeJames,23,9,358,4771,650,1339,0,2,240,389,393,1099,118,92,384,403,989,1540,0.485,0,0.617,13.3,4.3,3.1,0.3,0
AntawnJamison,22,16,1083,37638,7679,17024,1163,3365,3521,4860,2557,8157,1761,1048,421,1714,2580,20042,0.451,0.346,0.724,34.8,18.5,7.5,1.6,1
CharlesJones,23,2,85,1138,105,324,58,179,28,45,26,104,135,48,10,57,76,296,0.324,0.324,0.622,13.4,3.5,1.2,1.6,0
DamonJones,22,11,657,13461,1517,3730,941,2414,351,483,115,1074,1806,257,20,551,688,4326,0.407,0.39,0.727,20.5,6.6,1.6,2.7,0
JonathanKerner,24,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,,,5,0,0,0,0
GerardKing,26,3,126,1829,235,467,0,0,96,129,129,393,84,50,27,92,238,566,0.503,,0.744,14.5,4.5,3.1,0.7,0
RaefLaFrentz,22,10,563,14545,2227,4781,478,1315,758,1066,994,3423,606,276,919,511,1863,5690,0.466,0.363,0.711,25.8,10.1,6.1,1.1,0
RashardLewis,19,16,1049,33541,5644,12479,1787,4625,2504,3111,1418,5433,1765,1115,541,1577,2430,15579,0.452,0.386,0.805,32,14.9,5.2,1.7,1
FelipeLópez,24,4,249,4145,550,1274,48,147,300,455,212,604,252,161,62,254,451,1448,0.432,0.327,0.659,16.6,5.8,2.4,1,0
TyronnLue,21,11,554,12564,1765,4039,460,1175,720,868,132,943,1727,286,10,659,1057,4710,0.437,0.391,0.829,22.7,8.5,1.7,3.1,0
SeanMarks,23,11,230,2275,259,578,5,25,115,173,158,501,50,33,87,116,342,638,0.448,0.2,0.665,9.9,2.8,2.2,0.2,0
KellyMcCarty,23,1,2,4,2,3,0,0,0,0,2,3,0,0,0,2,0,4,0.667,,,2,2,1.5,0,0
JelaniMcCoy,21,8,260,3824,510,947,0,0,180,367,285,921,135,75,193,245,521,1200,0.539,,0.49,14.7,4.6,3.5,0.5,0
RoshownMcLeod,23,3,113,2130,338,827,5,45,136,166,91,308,124,41,14,140,198,817,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0
BradMiller,22,14,868,24537,3446,7174,201,610,2631,3273,1708,6199,2470,639,592,1367,2383,9724,0.48,0.33,0.804,28.3,11.2,7.1,2.8,1
CuttinoMobley,23,11,747,27618,4319,9979,1085,2867,2241,2684,543,2902,2015,878,313,1520,1710,11964,0.433,0.378,0.835,37,16,3.9,2.7,0
NazrMohammed,21,18,1005,15891,2402,4939,0,8,1023,1599,1808,4708,375,432,639,919,2156,5827,0.486,0,0.64,15.8,5.8,4.7,0.4,0
MikkiMoore,23,13,564,10257,1269,2304,2,13,717,965,777,2196,409,179,306,537,1541,3257,0.551,0.154,0.743,18.2,5.8,3.9,0.7,0
MakhtarN'Diaye,25,1,4,27,1,4,0,0,3,4,3,5,1,0,1,1,9,5,0.25,,0.75,6.8,1.3,1.3,0.3,0
TyroneNesby,23,4,255,6659,918,2271,191,604,404,523,295,941,370,264,93,269,667,2431,0.404,0.316,0.772,26.1,9.5,3.7,1.5,0
RashoNesterović,22,12,811,17983,2570,5121,1,13,378,646,1513,4143,836,330,934,748,2187,5519,0.502,0.077,0.585,22.2,6.8,5.1,1,0
DirkNowitzki,20,21,1522,51368,11169,23734,1982,5210,7240,8239,1468,11489,3651,1210,1281,2494,3601,31560,0.471,0.38,0.879,33.8,20.7,7.5,2.4,1
MichaelOlowokandi,23,9,500,13129,1788,4109,0,0,559,936,951,3414,327,226,697,898,1518,4135,0.435,,0.597,26.3,8.3,6.8,0.7,0
AndraePatterson,23,2,40,304,46,101,0,5,28,36,31,67,16,20,7,23,66,120,0.455,0,0.778,7.6,3,1.7,0.4,0
RubenPatterson,23,10,649,15955,2678,5180,35,196,1562,2436,1280,2697,1150,751,249,1166,1418,6953,0.517,0.179,0.641,24.6,10.7,4.2,1.8,0
PaulPierce,21,19,1343,45880,8668,19465,2143,5816,6918,8578,1092,7527,4708,1752,745,3532,3643,26397,0.445,0.368,0.806,34.2,19.7,5.6,3.5,1
CaseyShaw,23,1,9,14,1,8,0,0,0,0,3,3,0,0,0,2,2,2,0.125,,,1.6,0.2,0.3,0,0
JeffSheppard,24,1,18,185,15,39,2,7,8,13,6,22,16,3,0,7,12,40,0.385,0.286,0.615,10.3,2.2,1.2,0.9,0
MilesSimon,23,1,5,19,1,5,0,2,0,0,1,2,0,1,0,3,1,2,0.2,0,,3.8,0.4,0.4,0,0
AlvinSims,24,1,4,25,4,10,1,1,2,5,3,4,5,2,0,6,2,11,0.4,1,0.4,6.3,2.8,1,1.3,0
BrianSkinner,22,14,608,10910,1194,2419,2,6,486,858,919,2841,288,256,532,519,1270,2876,0.494,0.333,0.566,17.9,4.7,4.7,0.5,0
RyanStack,23,2,43,397,31,88,0,1,37,47,34,79,10,6,22,26,78,99,0.352,0,0.787,9.2,2.3,1.8,0.2,0
VladimirStepania,22,6,270,3726,455,1071,2,15,206,384,444,1180,94,110,144,213,482,1118,0.425,0.133,0.536,13.8,4.1,4.4,0.3,0
PejaStojaković,21,13,804,26966,4825,10719,1760,4392,2237,2500,747,3782,1408,747,106,1090,1398,13647,0.45,0.401,0.895,33.5,17,4.7,1.8,1
BrunoŠundov,18,7,102,524,79,222,5,24,10,19,32,107,18,15,14,30,106,173,0.356,0.208,0.526,5.1,1.7,1,0.2,0
RobertTraylor,21,7,438,6243,841,1774,4,24,399,691,671,1640,312,280,306,400,1079,2085,0.474,0.167,0.577,14.3,4.8,3.7,0.7,0
BonziWells,22,10,591,15133,2814,6111,223,683,1296,1860,800,2737,1249,769,192,1215,1526,7147,0.46,0.327,0.697,25.6,12.1,4.6,2.1,0
TysonWheeler,23,1,1,3,1,1,1,1,1,2,0,0,2,0,0,0,1,4,1,1,0.5,3,4,0,2,0
JahidiWhite,22,7,334,5913,736,1443,0,1,482,903,707,1944,63,119,355,397,887,1954,0.51,0,0.534,17.7,5.9,5.8,0.2,0
JasonWilliams,23,12,788,23188,3065,7699,1238,3784,898,1104,192,1810,4611,933,60,1643,1100,8266,0.398,0.327,0.813,29.4,10.5,2.3,5.9,0
ShammondWilliams,23,7,325,5351,676,1684,256,700,284,356,106,518,765,196,14,331,379,1892,0.401,0.366,0.798,16.5,5.8,1.6,2.4,0
TrevorWinter,25,1,1,5,0,0,0,0,0,0,1,3,0,0,0,0,5,0,,,,5,0,3,0,0
KorleoneYoung,20,1,3,15,5,10,1,4,2,2,2,4,1,0,0,1,3,13,0.5,0.25,1,5,4.3,1.3,0.3,0
TariqAbdul-Wahad,23,6,236,4807,720,1726,18,76,372,529,286,776,266,184,83,309,485,1830,0.417,0.237,0.703,20.4,7.8,3.3,1.1,0
DerekAnderson,23,11,615,17975,2419,5922,645,1891,1874,2198,440,1988,2083,691,87,1052,1230,7357,0.408,0.341,0.853,29.2,12,3.2,3.4,0
ChrisAnstey,23,3,155,2157,303,734,4,29,203,269,178,534,127,78,65,147,373,813,0.413,0.138,0.755,13.9,5.2,3.4,0.8,0
DrewBarry,24,3,60,598,43,103,24,63,24,31,8,67,111,19,2,55,75,134,0.417,0.381,0.774,10,2.2,1.1,1.9,0
TonyBattie,21,14,837,17649,2143,4387,12,74,784,1137,1376,4287,522,420,713,704,2203,5082,0.488,0.162,0.69,21.1,6.1,5.1,0.6,0
ChaunceyBillups,21,17,1043,33008,4738,11413,1830,4725,4496,5029,480,2992,5636,1051,168,2138,2169,15802,0.415,0.387,0.894,31.6,15.2,2.9,5.4,1
EtdrickBohannon,24,4,26,152,9,21,0,0,19,28,18,44,6,2,10,14,32,37,0.429,,0.679,5.8,1.4,1.7,0.2,0
KeithBooth,23,2,45,449,51,157,1,11,27,48,27,97,39,22,11,42,63,130,0.325,0.091,0.563,10,2.9,2.2,0.9,0
RickBrunson,25,9,337,4533,397,1050,100,276,196,283,85,447,876,201,21,356,362,1090,0.378,0.362,0.693,13.5,3.2,1.3,2.6,0
KelvinCato,23,10,541,10617,1123,2216,1,13,713,1107,884,2874,244,292,685,448,1347,2960,0.507,0.077,0.644,19.6,5.5,5.3,0.5,0
KeithCloss,21,3,130,1647,201,427,0,4,100,165,133,372,44,28,163,78,167,502,0.471,0,0.606,12.7,3.9,2.9,0.3,0
JamesCollins,24,1,23,103,21,55,9,20,8,14,7,14,3,6,3,8,12,59,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0
JamesCotton,22,2,19,92,14,39,0,7,21,27,4,16,0,4,1,9,9,49,0.359,0,0.778,4.8,2.6,0.8,0,0
ChrisCrawford,22,7,252,3985,609,1393,70,202,366,444,206,547,154,101,80,232,492,1654,0.437,0.347,0.824,15.8,6.6,2.2,0.6,0
AustinCroshere,22,12,659,11480,1491,3659,429,1262,1064,1236,700,2649,627,245,216,656,1094,4475,0.407,0.34,0.861,17.4,6.8,4,1,0
WilliamCunningham,23,2,23,201,7,27,0,0,0,2,17,38,2,3,11,5,40,14,0.259,,0,8.7,0.6,1.7,0.1,0
AntonioDaniels,22,13,872,19671,2270,5109,359,1154,1724,2173,219,1613,2934,564,85,928,917,6623,0.444,0.311,0.793,22.6,7.6,1.8,3.4,0
TimDuncan,21,19,1392,47368,10285,20334,30,168,5896,8468,3859,15091,4225,1025,3020,3381,3304,26496,0.506,0.179,0.696,34,19,10.8,3,1
TonyFarmer,28,2,101,1368,144,365,10,53,234,304,134,327,79,76,20,91,190,532,0.395,0.189,0.77,13.5,5.3,3.2,0.8,0
DannyFortson,21,10,440,8832,1196,2534,2,12,1221,1556,1195,3184,301,182,94,655,1553,3615,0.472,0.167,0.785,20.1,8.2,7.2,0.7,0
AdonalFoyle,22,12,733,13060,1318,2766,0,2,353,707,1301,3461,344,264,1193,597,1575,2989,0.477,0,0.499,17.8,4.1,4.7,0.5,0
LawrenceFunderburke,27,7,318,4726,812,1606,2,17,405,600,447,1142,183,94,100,225,360,2031,0.506,0.118,0.675,14.9,6.4,3.6,0.6,0
ChrisGarner,22,2,46,442,30,107,4,21,8,13,9,36,63,28,5,34,68,72,0.28,0.19,0.615,9.6,1.6,0.8,1.4,0
KiwaneGarris,23,2,31,248,24,75,5,15,19,25,3,20,30,7,1,16,22,72,0.32,0.333,0.76,8,2.3,0.6,1,0
EdGray,22,2,60,809,130,384,30,88,83,102,16,73,46,27,12,59,103,373,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0
DerekGrimm,23,1,9,34,4,14,4,12,2,2,0,4,0,3,1,3,6,14,0.286,0.333,1,3.8,1.6,0.4,0,0
ReggieHanson,29,1,8,26,3,6,0,0,0,0,3,6,1,2,1,3,8,6,0.5,,,3.3,0.8,0.8,0.1,0
CedricHenderson,22,5,260,6182,783,1797,6,43,313,438,170,755,419,228,111,401,578,1885,0.436,0.14,0.715,23.8,7.3,2.9,1.6,0
JeraldHoneycutt,23,2,54,632,99,253,34,94,43,68,30,105,36,25,8,58,99,275,0.391,0.362,0.632,11.7,5.1,1.9,0.7,0
TroyHudson,21,11,517,11280,1714,4278,452,1333,757,882,193,877,1748,273,30,818,690,4637,0.401,0.339,0.858,21.8,9,1.7,3.4,0
ZydrunasIlgauskas,22,13,843,22965,4207,8842,31,100,2531,3243,2444,6191,955,421,1327,1509,2776,10976,0.476,0.31,0.78,27.2,13,7.3,1.1,1
BobbyJackson,24,12,755,16790,2755,6601,689,1947,1145,1444,623,2347,1945,704,68,1014,1372,7344,0.417,0.354,0.793,22.2,9.7,3.1,2.6,0
AnthonyJohnson,23,13,793,15552,1709,4131,332,933,682,916,293,1358,2274,551,92,866,1289,4432,0.414,0.356,0.745,19.6,5.6,1.7,2.9,0
Dontae'Jones,22,1,15,91,19,57,6,23,0,0,3,9,5,2,3,11,12,44,0.333,0.261,,6.1,2.9,0.6,0.3,0
BrevinKnight,22,12,729,18176,2019,4897,16,119,1288,1632,282,1785,4481,1229,87,1367,1856,5342,0.412,0.134,0.789,24.9,7.3,2.4,6.1,0
RustyLaRue,24,5,98,1565,187,497,54,170,58,69,22,126,152,62,11,94,147,486,0.376,0.318,0.841,16,5,1.3,1.6,0
JasonLawson,23,1,17,80,9,15,0,0,8,10,8,27,5,4,4,2,14,26,0.6,,0.8,4.7,1.5,1.6,0.3,0
MichaelMcDonald,28,1,1,4,0,0,0,0,0,0,1,1,0,0,0,2,1,0,,,,4,0,1,0,0
TracyMcGrady*,18,15,938,30658,6709,15413,1081,3198,3882,5202,1300,5276,4161,1136,807,2029,1661,18381,0.435,0.338,0.746,32.7,19.6,5.6,4.4,1
RonMercer,21,8,432,13418,2490,5803,60,240,852,1054,383,1342,921,456,113,683,881,5892,0.429,0.25,0.808,31.1,13.6,3.1,2.1,0
MarkoMilič,20,2,44,216,47,84,3,7,11,17,13,30,14,13,1,27,24,108,0.56,0.429,0.647,4.9,2.5,0.7,0.3,0
JeffNordgaard,24,1,13,48,5,18,0,0,8,9,4,14,3,2,0,3,7,18,0.278,,0.889,3.7,1.4,1.1,0.2,0
CharlesO'Bannon,22,2,48,399,50,125,0,4,20,23,32,67,29,11,4,17,37,120,0.4,0,0.87,8.3,2.5,1.4,0.6,0
KevinOllie,25,13,662,10297,845,2060,9,29,797,1006,146,1018,1501,335,25,492,807,2496,0.41,0.31,0.792,15.6,3.8,1.5,2.3,0
AnthonyParker,22,9,494,13752,1661,3744,596,1474,560,705,241,1574,1129,439,85,495,792,4478,0.444,0.404,0.794,27.8,9.1,3.2,2.3,0
ScotPollard,22,11,506,8372,858,1738,0,2,506,714,901,2351,220,299,352,304,1178,2222,0.494,0,0.709,16.5,4.4,4.6,0.4,0
MarkPope,25,6,153,1634,116,289,10,56,43,75,92,261,63,32,45,47,242,285,0.401,0.179,0.573,10.7,1.9,1.7,0.4,0
RodrickRhodes,24,3,72,1234,125,360,3,15,127,205,38,88,121,69,12,119,146,380,0.347,0.2,0.62,17.1,5.3,1.2,1.7,0
SheaSeals,22,1,4,9,1,8,0,3,2,4,3,4,0,1,0,0,1,4,0.125,0,0.5,2.3,1,1,0,0
GodShammgod,21,1,20,146,19,58,0,2,23,30,2,7,36,7,1,21,27,61,0.328,0,0.767,7.3,3.1,0.4,1.8,0
CharlesSmith,22,5,142,1973,297,726,72,250,63,104,57,200,124,87,70,111,204,729,0.409,0.288,0.606,13.9,5.1,1.4,0.9,0
KebuStewart,24,1,15,110,12,26,0,0,16,25,9,31,2,5,2,8,13,40,0.462,,0.64,7.3,2.7,2.1,0.1,0
MichaelStewart,22,8,286,3303,246,556,0,0,131,251,349,907,88,56,278,142,557,623,0.442,,0.522,11.5,2.2,3.2,0.3,0
EdStokes,26,1,4,17,1,3,0,0,1,2,1,4,1,1,2,2,4,3,0.333,,0.5,4.3,0.8,1,0.3,0
JohnnyTaylor,23,3,54,866,100,249,28,71,28,39,36,120,26,32,20,44,124,256,0.402,0.394,0.718,16,4.7,2.2,0.5,0
